id,city.address,city.lat,city.lon,google.lat,google.lon,city_google.distance
127,"AVENIDA MOZART P.LUCENA, 1720",-3.717707,-38.595537,-3.7177384499999997,-38.5954557,4.837619286854022
1270,"AVENIDA CESAR CALS, 350",-3.720988,-38.464413,-3.7209569000000005,-38.46437505,2.7244724454995017
1271,"AVENIDA CESAR CALS, 350",-3.72119,-38.464319,-3.7209569000000005,-38.46437505,13.327626989788476
1272,"AVENIDA CESAR CALS, 130",-3.7193,-38.465189,-3.7192321,-38.4651939,3.7848436002352597
1273,"AVENIDA ZEZE DIOGO, 1427",-3.719292,-38.463639,-3.7192835,-38.46362085,1.1123471714306095
1275,"RUA BRISA DO MAR, 1121",-3.726934,-38.468843,-3.7269254999999997,-38.46883015,0.8553246981002975
1276,"RUA AIRTON SENNA, 936",-3.726948,-38.469809,-3.7269654500000007,-38.46984205,2.0744558456473716
1278,"AVENIDA , 440",-3.724829,-38.465685,-3.7247989500000003,-38.46569465,1.7543902553382753
1279,"RUA OLIVEIRA FILHO, 890",-3.726229,-38.464279,-3.7262320999999994,-38.46428449999999,0.3504503371179724
128,"AVENIDA MOZART P.LUCENA, 1680",-3.717146,-38.595375,-3.7173548499999995,-38.595102,19.08492203315193
1283,"RUA CESAR CALS, 975",-3.726894,-38.461362,-3.7268045,-38.461490299999994,8.684884867626304
1284,"AVENIDA CESAR CALS, 1030",-3.726806,-38.46141,-3.7268045,-38.461490299999994,4.455815858553134
1285,"AVENIDA CESAR CALS, 876",-3.725206,-38.462289,-3.7251649,-38.462391849999996,6.146645910485236
1286,"AVENIDA CESAR CALS, 876",-3.725136,-38.462328,-3.7251649,-38.462391849999996,3.889766227736674
1287,"AVENIDA CESAR CALS, 510",-3.723312,-38.463288,-3.72328695,-38.463391849999994,5.927546401171892
1288,"AVENIDA CESAR CALS, 560",-3.723267,-38.463311,-3.72328695,-38.463391849999994,4.620667764255555
1289,"RUA MIGUEL CALMON, 09",-3.727312,-38.463143,-3.7272902000000006,-38.4631496,1.2661288272250086
129,"RUA CIDADE PALHANO, 730",-3.717388,-38.595112,-3.7173548499999995,-38.595102,1.9247502498486517
1292,"AVENIDA J CJ CEARA, 623",-3.762772,-38.614082,-3.7625826999999994,-38.6139716,12.177007352524168
1296,"AVENIDA C CJ CEARA, 73",-3.758979,-38.608058,-3.7590478000000003,-38.6081856,8.046322383705332
1297,"AVENIDA C CJ CEARA, 73",-3.758907,-38.608023,-3.7590478000000003,-38.6081856,11.943723038167578
13,"AVENIDA CEL CARVALHO, 250",-3.704985,-38.591232,-3.70465935,-38.5913376,19.029666183495223
130,"RUA CIDADE PALHANO, 601",-3.717651,-38.594217,-3.71768105,-38.5942261,1.7453214876790575
1301,"RUA TAILANDIA, 531",-3.755365,-38.604746,-3.7553549000000004,-38.60477669999999,1.7933581375589775
1302,"AVENIDA E CJ CEARA, 340",-3.759027,-38.606687,-3.7590427,-38.6068071,6.719823016122961
1303,"AVENIDA E CJ CEARA, 280",-3.759114,-38.606471,-3.7590427,-38.6068071,19.06282516730502
1304,"RUA PERILIO TEIXEIRA, 1056",-3.756208,-38.601244,-3.7562135999999997,-38.60122335,1.1871749788248855
1306,"RUA JOSE MENDONCA, 896",-3.755412,-38.60187,-3.75545995,-38.601920349999986,3.8613026347031254
1307,"RUA JOSE MENDONCA, 531",-3.757768,-38.602304,-3.7578107499999995,-38.60234575,3.3187252255151503
1309,"RUA PERILIO TEIXEIRA, 800",-3.757706,-38.60154,-3.75771185,-38.6015302,0.6335427767618539
131,"AVENIDA MOZART P.LUCENA, 1560",-3.716537,-38.595202,-3.7165711,-38.5951161,5.129032887750648
1312,"AVENIDA C CJ CEARA, 475",-3.762913,-38.609643,-3.76295,-38.60958015,4.048361659921541
1313,"AVENIDA C CJ CEARA, 686",-3.763027,-38.609688,-3.76295,-38.60958015,7.357063960121149
1314,"AVENIDA C CJ CEARA, 337",-3.761626,-38.609136,-3.76158995,-38.609063899999995,4.474002961811395
1315,"AVENIDA C CJ CEARA, 337A",-3.76155,-38.609107,-3.76158995,-38.609063899999995,3.2635367191162237
1318,"AVENIDA E CJ CEARA, 167",-3.759524,-38.605414,-3.75961305,-38.60540695,4.966378998246182
1319,"AVENIDA E/CJ CEARÁ, 172",-3.759556,-38.605331,-3.75961305,-38.60540695,5.27394153741604
132,"AVENIDA AMBIENTALISTAARY THIERS, 131",-3.716445,-38.596358,-3.71647745,-38.596304599999996,3.468756730150491
